percent_hrmax,rpe,age,max_hr,hr,percent_ftp,weight,female,watts,activity
0.659,2.88,24.0,191.2,126.0,,,,,
0.9390000000000001,7.87,31.0,186.3,175.0,,,,,
0.855,6.0,33.0,184.9,158.0,,,,,
0.507,0.0,24.0,191.2,97.0,,,,,
0.823,5.33,21.0,193.3,159.0,,,,,
0.895,6.89,21.0,193.3,173.0,,,,,
0.581,0.0,39.0,180.7,105.0,,,,,
0.873,6.4,27.0,189.1,165.0,,,,,
0.599,0.0,35.0,183.5,110.0,,,,,
0.8740000000000001,6.42,21.0,193.3,169.0,,,,,
0.905,7.11,32.0,185.6,168.0,,,,,
0.9109999999999999,7.24,26.0,189.8,173.0,,,,,
0.82,5.27,27.0,189.1,155.0,,,,,
0.529,0.0,35.0,183.5,97.0,,,,,
0.986,10.0,29.0,187.7,185.0,,,,,
0.972,10.0,31.0,186.3,181.0,,,,,
0.91,7.22,35.0,183.5,167.0,,,,,
0.609,0.0,25.0,190.5,116.0,,,,,
0.792,4.69,21.0,193.3,153.0,,,,,
0.8079999999999999,5.02,39.0,180.7,146.0,,,,,
0.6709999999999999,3.04,29.0,187.7,126.0,,,,,
0.863,6.18,29.0,187.7,162.0,,,,,
0.642,2.66,28.0,188.4,121.0,,,,,
0.711,3.56,36.0,182.8,130.0,,,,,
0.878,6.51,27.0,189.1,166.0,,,,,
0.8440000000000001,5.77,33.0,184.9,156.0,,,,,
0.612,0.0,24.0,191.2,117.0,,,,,
0.746,4.02,27.0,189.1,141.0,,,,,
0.985,10.0,26.0,189.8,187.0,,,,,
0.529,0.0,27.0,189.1,100.0,,,,,
0.648,2.74,28.0,188.4,122.0,,,,,
0.95,10.0,22.0,192.6,183.0,,,,,
0.917,7.38,34.0,184.2,169.0,,,,,
0.546,0.0,25.0,190.5,104.0,,,,,
0.499,0.0,25.0,190.5,95.0,,,,,
0.9359999999999999,7.8,21.0,193.3,181.0,,,,,
0.968,10.0,30.0,187.0,181.0,,,,,
0.5720000000000001,0.0,25.0,190.5,109.0,,,,,
0.938,7.84,23.0,191.9,180.0,,,,,
0.787,4.58,23.0,191.9,151.0,,,,,
0.81,5.06,22.0,192.6,156.0,,,,,
0.591,0.0,24.0,191.2,113.0,,,,,
0.78,4.46,39.0,180.7,141.0,,,,,
0.915,7.33,27.0,189.1,173.0,,,,,
0.777,4.42,36.0,182.8,142.0,,,,,
0.878,6.51,27.0,189.1,166.0,,,,,
0.738,3.91,26.0,189.8,140.0,,,,,
0.575,0.0,29.0,187.7,108.0,,,,,
0.968,10.0,36.0,182.8,177.0,,,,,
0.938,7.84,29.0,187.7,176.0,,,,,
0.5710000000000001,0.0,27.0,189.1,108.0,,,,,
0.6509999999999999,2.77,23.0,191.9,125.0,,,,,
0.616,0.0,26.0,189.8,117.0,,,,,
0.632,2.53,26.0,189.8,120.0,,,,,
0.977,10.0,31.0,186.3,182.0,,,,,
0.6970000000000001,3.38,39.0,180.7,126.0,,,,,
0.973,10.0,27.0,189.1,184.0,,,,,
0.9390000000000001,7.87,31.0,186.3,175.0,,,,,
0.706,3.49,20.0,194.0,137.0,,,,,
0.8,4.85,24.0,191.2,153.0,,,,,
0.519,0.0,33.0,184.9,96.0,,,,,
0.7240000000000001,3.73,25.0,190.5,138.0,,,,,
0.865,6.22,28.0,188.4,163.0,,,,,
0.747,4.03,39.0,180.7,135.0,,,,,
0.774,4.38,24.0,191.2,148.0,,,,,
0.83,5.48,32.0,185.6,154.0,,,,,
0.687,3.25,31.0,186.3,128.0,,,,,
0.7959999999999999,4.77,35.0,183.5,146.0,,,,,
0.768,4.3,33.0,184.9,142.0,,,,,
0.5539999999999999,0.0,34.0,184.2,102.0,,,,,
0.89,6.78,29.0,187.7,167.0,,,,,
0.617,0.0,33.0,184.9,114.0,,,,,
0.9279999999999999,7.62,20.0,194.0,180.0,,,,,
0.507,0.0,24.0,191.2,97.0,,,,,
0.9540000000000001,10.0,32.0,185.6,177.0,,,,,
0.835,5.58,25.0,190.5,159.0,,,,,
0.794,4.73,38.0,181.4,144.0,,,,,
0.9890000000000001,10.0,30.0,187.0,185.0,,,,,
0.991,10.0,26.0,189.8,188.0,,,,,
0.5820000000000001,0.0,37.0,182.1,106.0,,,,,
0.838,5.65,26.0,189.8,159.0,,,,,
0.6729999999999999,3.06,34.0,184.2,124.0,,,,,
0.612,0.0,38.0,181.4,111.0,,,,,
0.539,0.0,24.0,191.2,103.0,,,,,
0.7490000000000001,4.06,36.0,182.8,137.0,,,,,
0.785,4.54,35.0,183.5,144.0,,,,,
0.8740000000000001,6.42,34.0,184.2,161.0,,,,,
0.5529999999999999,0.0,39.0,180.7,100.0,,,,,
0.653,2.8,28.0,188.4,123.0,,,,,
0.8640000000000001,6.2,26.0,189.8,164.0,,,,,
0.935,7.78,22.0,192.6,180.0,,,,,
0.532,0.0,26.0,189.8,101.0,,,,,
0.6579999999999999,2.87,28.0,188.4,124.0,,,,,
0.9159999999999999,7.36,35.0,183.5,168.0,,,,,
0.813,5.12,23.0,191.9,156.0,,,,,
0.732,3.83,28.0,188.4,138.0,,,,,
0.662,2.92,23.0,191.9,127.0,,,,,
0.899,6.98,38.0,181.4,163.0,,,,,
0.772,4.36,27.0,189.1,146.0,,,,,
0.779,4.45,22.0,192.6,150.0,,,,,
0.68,3.15,26.0,189.8,129.0,,,,,
0.502,0.0,27.0,189.1,95.0,,,,,
0.613,0.0,22.0,192.6,118.0,,,,,
0.525,0.0,33.0,184.9,97.0,,,,,
0.629,0.0,36.0,182.8,115.0,,,,,
0.9309999999999999,7.69,21.0,193.3,180.0,,,,,
0.621,0.0,35.0,183.5,114.0,,,,,
0.541,0.0,28.0,188.4,102.0,,,,,
0.7709999999999999,4.34,23.0,191.9,148.0,,,,,
0.682,3.18,25.0,190.5,130.0,,,,,
0.517,0.0,29.0,187.7,97.0,,,,,
0.536,0.0,28.0,188.4,101.0,,,,,
0.711,3.56,38.0,181.4,129.0,,,,,
0.6629999999999999,2.93,30.0,187.0,124.0,,,,,
0.785,4.54,35.0,183.5,144.0,,,,,
0.605,0.0,28.0,188.4,114.0,,,,,
0.8009999999999999,4.88,28.0,188.4,151.0,,,,,
0.826,5.4,36.0,182.8,151.0,,,,,
0.526,0.0,23.0,191.9,101.0,,,,,
0.586,0.0,34.0,184.2,108.0,,,,,
0.7140000000000001,3.6,37.0,182.1,130.0,,,,,
0.865,6.22,38.0,181.4,157.0,,,,,
0.531,0.0,36.0,182.8,97.0,,,,,
0.596,0.0,36.0,182.8,109.0,,,,,
0.5429999999999999,0.0,29.0,187.7,102.0,,,,,
0.737,3.9,20.0,194.0,143.0,,,,,
0.968,10.0,39.0,180.7,175.0,,,,,
0.9209999999999999,7.47,32.0,185.6,171.0,,,,,
0.903,7.07,36.0,182.8,165.0,,,,,
0.511,0.0,26.0,189.8,97.0,,,,,
0.838,5.65,33.0,184.9,155.0,,,,,
0.988,10.0,24.0,191.2,189.0,,,,,
0.6890000000000001,3.27,34.0,184.2,127.0,,,,,
0.831,5.5,22.0,192.6,160.0,,,,,
0.782,4.49,36.0,182.8,143.0,,,,,
0.536,0.0,20.0,194.0,104.0,,,,,
0.518,0.0,27.0,189.1,98.0,,,,,
0.534,0.0,27.0,189.1,101.0,,,,,
0.653,2.8,28.0,188.4,123.0,,,,,
0.9520000000000001,10.0,27.0,189.1,180.0,,,,,
0.903,7.07,25.0,190.5,172.0,,,,,
0.5329999999999999,0.0,29.0,187.7,100.0,,,,,
0.513,0.0,38.0,181.4,93.0,,,,,
0.49700000000000005,0.0,24.0,191.2,95.0,,,,,
0.5429999999999999,0.0,21.0,193.3,105.0,,,,,
0.966,10.0,34.0,184.2,178.0,,,,,
0.9359999999999999,7.8,33.0,184.9,173.0,,,,,
0.9840000000000001,10.0,27.0,189.1,186.0,,,,,
0.78,4.46,37.0,182.1,142.0,,,,,
0.618,0.0,36.0,182.8,113.0,,,,,
0.907,7.16,31.0,186.3,169.0,,,,,
0.879,6.53,29.0,187.7,165.0,,,,,
0.6729999999999999,3.06,32.0,185.6,125.0,,,,,
0.99,10.0,20.0,194.0,192.0,,,,,
0.685,3.22,22.0,192.6,132.0,,,,,
0.5760000000000001,0.0,22.0,192.6,111.0,,,,,
0.636,2.58,21.0,193.3,123.0,,,,,
0.7509999999999999,4.08,27.0,189.1,142.0,,,,,
0.747,4.03,37.0,182.1,136.0,,,,,
0.591,0.0,29.0,187.7,111.0,,,,,
0.737,3.9,24.0,191.2,141.0,,,,,
0.542,0.0,36.0,182.8,99.0,,,,,
0.551,0.0,38.0,181.4,100.0,,,,,
0.51,0.0,20.0,194.0,99.0,,,,,
0.934,7.76,25.0,190.5,178.0,,,,,
0.685,3.22,22.0,192.6,132.0,,,,,
0.93,7.67,33.0,184.9,172.0,,,,,
0.5870000000000001,0.0,27.0,189.1,111.0,,,,,
0.708,3.52,35.0,183.5,130.0,,,,,
0.909,7.2,22.0,192.6,175.0,,,,,
0.514,0.0,22.0,192.6,99.0,,,,,
0.879,6.53,34.0,184.2,162.0,,,,,
0.9079999999999999,7.18,39.0,180.7,164.0,,,,,
0.7240000000000001,3.73,21.0,193.3,140.0,,,,,
0.552,0.0,33.0,184.9,102.0,,,,,
0.591,0.0,36.0,182.8,108.0,,,,,
0.868,6.29,37.0,182.1,158.0,,,,,
0.81,5.06,38.0,181.4,147.0,,,,,
0.743,3.98,24.0,191.2,142.0,,,,,
0.856,6.02,35.0,183.5,157.0,,,,,
0.557,0.0,38.0,181.4,101.0,,,,,
0.7659999999999999,4.28,21.0,193.3,148.0,,,,,
0.659,2.88,26.0,189.8,125.0,,,,,
0.741,3.95,33.0,184.9,137.0,,,,,
0.799,4.83,27.0,189.1,151.0,,,,,
0.698,3.39,29.0,187.7,131.0,,,,,
0.569,0.0,21.0,193.3,110.0,,,,,
0.8,4.85,22.0,192.6,154.0,,,,,
0.9640000000000001,10.0,29.0,187.7,181.0,,,,,
0.733,3.85,34.0,184.2,135.0,,,,,
0.826,5.4,29.0,187.7,155.0,,,,,
0.706,3.49,24.0,191.2,135.0,,,,,
0.748,4.04,24.0,191.2,143.0,,,,,
0.574,0.0,36.0,182.8,105.0,,,,,
0.8420000000000001,5.73,36.0,182.8,154.0,,,,,
0.867,6.27,22.0,192.6,167.0,,,,,
0.943,7.96,26.0,189.8,179.0,,,,,
0.649,2.75,24.0,191.2,124.0,,,,,
0.574,0.0,21.0,193.3,111.0,,,,,
0.8109999999999999,5.08,31.0,186.3,151.0,,,,,
0.604,0.0,30.0,187.0,113.0,,,,,
0.875,6.44,36.0,182.8,160.0,,,,,
0.652,2.79,21.0,193.3,126.0,,,,,
0.8690000000000001,6.31,34.0,184.2,160.0,,,,,
0.586,0.0,34.0,184.2,108.0,,,,,
0.8140000000000001,5.15,27.0,189.1,154.0,,,,,
0.722,3.7,24.0,191.2,138.0,,,,,
0.77,4.33,32.0,185.6,143.0,,,,,
0.508,0.0,27.0,189.1,96.0,,,,,
0.915,7.33,38.0,181.4,166.0,,,,,
0.9209999999999999,7.47,35.0,183.5,169.0,,,,,
0.615,0.0,30.0,187.0,115.0,,,,,
0.905,7.11,32.0,185.6,168.0,,,,,
0.552,0.0,20.0,194.0,107.0,,,,,
0.8959999999999999,6.91,34.0,184.2,165.0,,,,,
0.897,6.93,39.0,180.7,162.0,,,,,
0.733,3.85,36.0,182.8,134.0,,,,,
0.565,0.0,34.0,184.2,104.0,,,,,
0.5760000000000001,0.0,22.0,192.6,111.0,,,,,
0.805,4.96,22.0,192.6,155.0,,,,,
0.7909999999999999,4.67,28.0,188.4,149.0,,,,,
0.57,0.0,39.0,180.7,103.0,,,,,
0.77,4.33,30.0,187.0,144.0,,,,,
0.821,5.29,38.0,181.4,149.0,,,,,
0.5529999999999999,0.0,36.0,182.8,101.0,,,,,
0.9229999999999999,7.51,20.0,194.0,179.0,,,,,
0.8109999999999999,5.08,33.0,184.9,150.0,,,,,
0.894,6.87,32.0,185.6,166.0,,,,,
0.9259999999999999,7.58,24.0,191.2,177.0,,,,,
0.659,2.88,35.0,183.5,121.0,,,,,
0.518,0.0,24.0,191.2,99.0,,,,,
0.722,3.7,22.0,192.6,139.0,,,,,
0.775,4.4,39.0,180.7,140.0,,,,,
0.732,3.83,28.0,188.4,138.0,,,,,
0.573,0.0,38.0,181.4,104.0,,,,,
0.597,0.0,29.0,187.7,112.0,,,,,
0.688,3.26,23.0,191.9,132.0,,,,,
0.5539999999999999,0.0,24.0,191.2,106.0,,,,,
0.6559999999999999,2.84,36.0,182.8,120.0,,,,,
0.937,7.82,38.0,181.4,170.0,,,,,
0.9520000000000001,10.0,30.0,187.0,178.0,,,,,
0.69,3.28,32.0,185.6,128.0,,,,,
0.79,4.65,26.0,189.8,150.0,,,,,
0.857,6.04,22.0,192.6,165.0,,,,,
0.995,10.0,30.0,187.0,186.0,,,,,
0.7170000000000001,3.64,22.0,192.6,138.0,,,,,
0.83,5.48,32.0,185.6,154.0,,,,,
0.905,7.11,24.0,191.2,173.0,,,,,
0.7140000000000001,3.6,35.0,183.5,131.0,,,,,
0.627,0.0,26.0,189.8,119.0,,,,,
0.6609999999999999,2.91,29.0,187.7,124.0,,,,,
0.659,2.88,22.0,192.6,127.0,,,,,
0.745,4.0,25.0,190.5,142.0,,,,,
0.652,2.79,32.0,185.6,121.0,,,,,
0.613,0.0,34.0,184.2,113.0,,,,,
0.6729999999999999,3.06,38.0,181.4,122.0,,,,,
0.638,2.6,35.0,183.5,117.0,,,,,
0.5760000000000001,0.0,39.0,180.7,104.0,,,,,
0.62,0.0,39.0,180.7,112.0,,,,,
0.968,10.0,27.0,189.1,183.0,,,,,
0.7,3.42,38.0,181.4,127.0,,,,,
0.525,0.0,33.0,184.9,97.0,,,,,
0.509,0.0,25.0,190.5,97.0,,,,,
0.657,2.85,21.0,193.3,127.0,,,,,
0.924,7.53,28.0,188.4,174.0,,,,,
0.556,0.0,35.0,183.5,102.0,,,,,
0.85,5.9,35.0,183.5,156.0,,,,,
0.679,3.14,34.0,184.2,125.0,,,,,
0.9540000000000001,10.0,32.0,185.6,177.0,,,,,
0.821,5.29,38.0,181.4,149.0,,,,,
0.68,3.15,26.0,189.8,129.0,,,,,
0.9670000000000001,10.0,37.0,182.1,176.0,,,,,
0.562,0.0,33.0,184.9,104.0,,,,,
0.754,4.12,28.0,188.4,142.0,,,,,
0.504,0.0,39.0,180.7,91.0,,,,,
0.49700000000000005,0.0,21.0,193.3,96.0,,,,,
0.584,0.0,23.0,191.9,112.0,,,,,
0.9209999999999999,7.47,32.0,185.6,171.0,,,,,
0.63,2.5,25.0,190.5,120.0,,,,,
0.642,2.66,30.0,187.0,120.0,,,,,
0.7609999999999999,4.21,38.0,181.4,138.0,,,,,
0.573,0.0,38.0,181.4,104.0,,,,,
0.512,0.0,35.0,183.5,94.0,,,,,
0.861,6.13,35.0,183.5,158.0,,,,,
0.59,0.0,38.0,181.4,107.0,,,,,
0.845,5.79,20.0,194.0,164.0,,,,,
0.8809999999999999,6.58,20.0,194.0,171.0,,,,,
0.7390000000000001,3.92,36.0,182.8,135.0,,,,,
0.764,4.25,39.0,180.7,138.0,,,,,
0.585,0.0,21.0,193.3,113.0,,,,,
0.7240000000000001,3.73,23.0,191.9,139.0,,,,,
0.594,0.0,23.0,191.9,114.0,,,,,
0.524,0.0,38.0,181.4,95.0,,,,,
0.815,5.17,22.0,192.6,157.0,,,,,
0.526,0.0,39.0,180.7,95.0,,,,,
0.9470000000000001,10.0,30.0,187.0,177.0,,,,,
0.6709999999999999,3.04,29.0,187.7,126.0,,,,,
0.585,0.0,21.0,193.3,113.0,,,,,
0.6,0.0,33.0,184.9,111.0,,,,,
0.5589999999999999,0.0,39.0,180.7,101.0,,,,,
0.647,2.72,30.0,187.0,121.0,,,,,
0.7,3.42,32.0,185.6,130.0,,,,,
0.948,10.0,20.0,194.0,184.0,,,,,
0.684,3.21,36.0,182.8,125.0,,,,,
0.69,3.28,32.0,185.6,128.0,,,,,
0.584,0.0,33.0,184.9,108.0,,,,,
0.932,7.71,29.0,187.7,175.0,,,,,
0.888,6.73,35.0,183.5,163.0,,,,,
0.695,3.35,34.0,184.2,128.0,,,,,
0.871,6.36,33.0,184.9,161.0,,,,,
0.691,3.3,22.0,192.6,133.0,,,,,
0.68,3.15,26.0,189.8,129.0,,,,,
0.711,3.56,26.0,189.8,135.0,,,,,
0.589,0.0,23.0,191.9,113.0,,,,,
0.805,4.96,22.0,192.6,155.0,,,,,
0.7190000000000001,3.66,27.0,189.1,136.0,,,,,
0.929,7.64,31.0,186.3,173.0,,,,,
0.983,10.0,21.0,193.3,190.0,,,,,
0.838,5.65,33.0,184.9,155.0,,,,,
0.807,5.0,37.0,182.1,147.0,,,,,
0.972,10.0,31.0,186.3,181.0,,,,,
0.645,2.7,27.0,189.1,122.0,,,,,
0.7240000000000001,3.73,27.0,189.1,137.0,,,,,
0.851,5.92,32.0,185.6,158.0,,,,,
0.6659999999999999,2.97,31.0,186.3,124.0,,,,,
0.633,2.54,31.0,186.3,118.0,,,,,
0.698,3.39,25.0,190.5,133.0,,,,,
0.561,0.0,30.0,187.0,105.0,,,,,
0.83,5.48,27.0,189.1,157.0,,,,,
0.7190000000000001,3.66,27.0,189.1,136.0,,,,,
0.841,5.71,39.0,180.7,152.0,,,,,
0.9670000000000001,10.0,37.0,182.1,176.0,,,,,
0.905,7.11,35.0,183.5,166.0,,,,,
0.742,3.96,20.0,194.0,144.0,,,,,
0.8640000000000001,6.2,26.0,189.8,164.0,,,,,
0.7290000000000001,3.79,21.0,193.3,141.0,,,,,
0.789,4.63,22.0,192.6,152.0,,,,,
0.912,7.27,34.0,184.2,168.0,,,,,
0.8109999999999999,5.08,26.0,189.8,154.0,,,,,
0.524,0.0,27.0,189.1,99.0,,,,,
0.513,0.0,27.0,189.1,97.0,,,,,
0.568,0.0,28.0,188.4,107.0,,,,,
0.595,0.0,33.0,184.9,110.0,,,,,
0.755,4.13,21.0,193.3,146.0,,,,,
0.649,2.75,20.0,194.0,126.0,,,,,
0.617,0.0,38.0,181.4,112.0,,,,,
0.907,7.16,23.0,191.9,174.0,,,,,
0.618,0.0,36.0,182.8,113.0,,,,,
0.9329999999999999,7.73,26.0,189.8,177.0,,,,,
0.9590000000000001,10.0,23.0,191.9,184.0,,,,,
0.8320000000000001,5.52,26.0,189.8,158.0,,,,,
0.7829999999999999,4.5,27.0,189.1,148.0,,,,,
0.8029999999999999,4.92,34.0,184.2,148.0,,,,,
0.8740000000000001,6.42,29.0,187.7,164.0,,,,,
0.823,5.33,35.0,183.5,151.0,,,,,
0.662,2.92,34.0,184.2,122.0,,,,,
0.9790000000000001,10.0,30.0,187.0,183.0,,,,,
0.635,2.57,27.0,189.1,120.0,,,,,
0.6459999999999999,2.71,25.0,190.5,123.0,,,,,
0.943,7.96,38.0,181.4,171.0,,,,,
0.706,3.49,36.0,182.8,129.0,,,,,
0.509,0.0,39.0,180.7,92.0,,,,,
0.588,0.0,20.0,194.0,114.0,,,,,
0.649,2.75,22.0,192.6,125.0,,,,,
0.878,6.51,27.0,189.1,166.0,,,,,
0.7090000000000001,3.53,31.0,186.3,132.0,,,,,
0.6809999999999999,3.17,33.0,184.9,126.0,,,,,
0.54,0.0,35.0,183.5,99.0,,,,,
0.8079999999999999,5.02,23.0,191.9,155.0,,,,,
0.5660000000000001,0.0,22.0,192.6,109.0,,,,,
0.875,6.44,23.0,191.9,168.0,,,,,
0.754,4.12,32.0,185.6,140.0,,,,,
0.657,2.85,23.0,191.9,126.0,,,,,
0.972,10.0,37.0,182.1,177.0,,,,,
0.557,0.0,33.0,184.9,103.0,,,,,
0.542,0.0,36.0,182.8,99.0,,,,,
0.6609999999999999,2.91,25.0,190.5,126.0,,,,,
0.593,0.0,32.0,185.6,110.0,,,,,
0.988,10.0,21.0,193.3,191.0,,,,,
0.9640000000000001,10.0,32.0,185.6,179.0,,,,,
0.561,0.0,35.0,183.5,103.0,,,,,
0.982,10.0,31.0,186.3,183.0,,,,,
0.941,7.91,30.0,187.0,176.0,,,,,
0.738,3.91,32.0,185.6,137.0,,,,,
0.888,6.73,30.0,187.0,166.0,,,,,
0.552,0.0,33.0,184.9,102.0,,,,,
0.902,7.04,20.0,194.0,175.0,,,,,
0.642,2.66,39.0,180.7,116.0,,,,,
0.972,10.0,31.0,186.3,181.0,,,,,
0.612,0.0,38.0,181.4,111.0,,,,,
0.649,2.75,22.0,192.6,125.0,,,,,
0.7829999999999999,4.5,38.0,181.4,142.0,,,,,
0.6509999999999999,2.77,25.0,190.5,124.0,,,,,
0.961,10.0,22.0,192.6,185.0,,,,,
0.772,4.36,25.0,190.5,147.0,,,,,
0.551,0.0,38.0,181.4,100.0,,,,,
0.607,0.0,29.0,187.7,114.0,,,,,
0.665,2.96,35.0,183.5,122.0,,,,,
0.727,3.77,26.0,189.8,138.0,,,,,
0.682,3.18,27.0,189.1,129.0,,,,,
0.8,4.85,22.0,192.6,154.0,,,,,
0.74,3.94,25.0,190.5,141.0,,,,,
0.528,0.0,24.0,191.2,101.0,,,,,
0.8140000000000001,5.15,32.0,185.6,151.0,,,,,
0.941,7.91,27.0,189.1,178.0,,,,,
0.909,7.2,33.0,184.9,168.0,,,,,
0.665,2.96,33.0,184.9,123.0,,,,,
0.8859999999999999,6.69,31.0,186.3,165.0,,,,,
0.513,0.0,38.0,181.4,93.0,,,,,
0.898,6.96,33.0,184.9,166.0,,,,,
0.525,0.0,28.0,188.4,99.0,,,,,
0.574,0.0,31.0,186.3,107.0,,,,,
0.985,10.0,23.0,191.9,189.0,,,,,
0.855,6.0,23.0,191.9,164.0,,,,,
0.688,3.26,23.0,191.9,132.0,,,,,
0.8009999999999999,4.88,26.0,189.8,152.0,,,,,
0.862,6.16,27.0,189.1,163.0,,,,,
0.608,0.0,34.0,184.2,112.0,,,,,
0.934,7.76,25.0,190.5,178.0,,,,,
0.831,5.5,29.0,187.7,156.0,,,,,
0.853,5.96,24.0,191.2,163.0,,,,,
0.551,0.0,38.0,181.4,100.0,,,,,
0.61,0.0,37.0,182.1,111.0,,,,,
0.682,3.18,29.0,187.7,128.0,,,,,
0.9740000000000001,10.0,36.0,182.8,178.0,,,,,
0.7190000000000001,3.66,29.0,187.7,135.0,,,,,
0.5429999999999999,0.0,29.0,187.7,102.0,,,,,
0.743,3.98,26.0,189.8,141.0,,,,,
0.55,0.0,32.0,185.6,102.0,,,,,
0.961,10.0,34.0,184.2,177.0,,,,,
0.7140000000000001,3.6,23.0,191.9,137.0,,,,,
0.946,10.0,39.0,180.7,171.0,,,,,
0.623,0.0,29.0,187.7,117.0,,,,,
0.608,0.0,27.0,189.1,115.0,,,,,
0.9129999999999999,7.29,25.0,190.5,174.0,,,,,
0.841,5.71,39.0,180.7,152.0,,,,,
0.7809999999999999,4.47,32.0,185.6,145.0,,,,,
0.693,3.32,21.0,193.3,134.0,,,,,
0.629,0.0,27.0,189.1,119.0,,,,,
0.708,3.52,33.0,184.9,131.0,,,,,
0.706,3.49,20.0,194.0,137.0,,,,,
0.758,4.17,24.0,191.2,145.0,,,,,
0.68,3.15,20.0,194.0,132.0,,,,,
0.703,3.45,37.0,182.1,128.0,,,,,
0.503,0.0,33.0,184.9,93.0,,,,,
0.813,5.12,37.0,182.1,148.0,,,,,
0.617,0.0,24.0,191.2,118.0,,,,,
0.81,5.06,22.0,192.6,156.0,,,,,
0.735,3.87,27.0,189.1,139.0,,,,,
0.904,7.09,38.0,181.4,164.0,,,,,
0.991,10.0,32.0,185.6,184.0,,,,,
0.627,0.0,26.0,189.8,119.0,,,,,
0.763,4.24,35.0,183.5,140.0,,,,,
0.6,0.0,21.0,193.3,116.0,,,,,
0.523,0.0,32.0,185.6,97.0,,,,,
0.524,0.0,27.0,189.1,99.0,,,,,
0.9209999999999999,7.47,24.0,191.2,176.0,,,,,
0.8320000000000001,5.52,24.0,191.2,159.0,,,,,
0.496,0.0,32.0,185.6,92.0,,,,,
0.948,10.0,38.0,181.4,172.0,,,,,
0.73,3.81,33.0,184.9,135.0,,,,,
0.687,3.25,27.0,189.1,130.0,,,,,
0.759,4.19,28.0,188.4,143.0,,,,,
0.889,6.76,24.0,191.2,170.0,,,,,
0.619,0.0,20.0,194.0,120.0,,,,,
0.9470000000000001,10.0,27.0,189.1,179.0,,,,,
0.963,10.0,39.0,180.7,174.0,,,,,
0.8320000000000001,5.52,26.0,189.8,158.0,,,,,
0.73,3.81,39.0,180.7,132.0,,,,,
0.966,10.0,22.0,192.6,186.0,,,,,
0.738,3.91,32.0,185.6,137.0,,,,,
0.6890000000000001,3.27,34.0,184.2,127.0,,,,,
0.895,6.89,37.0,182.1,163.0,,,,,
0.968,10.0,33.0,184.9,179.0,,,,,
0.941,7.91,36.0,182.8,172.0,,,,,
0.7759999999999999,4.41,32.0,185.6,144.0,,,,,
0.9570000000000001,10.0,24.0,191.2,183.0,,,,,
0.941,7.91,39.0,180.7,170.0,,,,,
0.695,3.35,36.0,182.8,127.0,,,,,
0.604,0.0,25.0,190.5,115.0,,,,,
0.527,0.0,34.0,184.2,97.0,,,,,
0.614,0.0,32.0,185.6,114.0,,,,,
0.63,2.5,25.0,190.5,120.0,,,,,
0.563,0.0,23.0,191.9,108.0,,,,,
0.7090000000000001,3.53,29.0,187.7,133.0,,,,,
0.993,10.0,21.0,193.3,192.0,,,,,
0.795,4.75,33.0,184.9,147.0,,,,,
0.835,5.58,32.0,185.6,155.0,,,,,
0.629,0.0,20.0,194.0,122.0,,,,,
0.647,2.72,32.0,185.6,120.0,,,,,
0.684,3.21,30.0,187.0,128.0,,,,,
0.6729999999999999,3.06,38.0,181.4,122.0,,,,,
0.514,0.0,22.0,192.6,99.0,,,,,
0.9570000000000001,10.0,39.0,180.7,173.0,,,,,
0.66,2.89,20.0,194.0,128.0,,,,,
0.799,4.83,36.0,182.8,146.0,,,,,
0.948,10.0,23.0,191.9,182.0,,,,,
0.581,0.0,39.0,180.7,105.0,,,,,
0.9640000000000001,10.0,20.0,194.0,187.0,,,,,
0.578,0.0,35.0,183.5,106.0,,,,,
0.875,6.44,36.0,182.8,160.0,,,,,
0.552,0.0,23.0,191.9,106.0,,,,,
0.503,0.0,36.0,182.8,92.0,,,,,
0.519,0.0,33.0,184.9,96.0,,,,,
0.5489999999999999,0.0,37.0,182.1,100.0,,,,,
0.988,10.0,34.0,184.2,182.0,,,,,
0.586,0.0,24.0,191.2,112.0,,,,,
0.513,0.0,24.0,191.2,98.0,,,,,
0.773,4.37,20.0,194.0,150.0,,,,,
0.9470000000000001,10.0,21.0,193.3,183.0,,,,,
0.99,10.0,36.0,182.8,181.0,,,,,
0.879,6.53,34.0,184.2,162.0,,,,,
0.961,10.0,25.0,190.5,183.0,,,,,
0.768,4.3,33.0,184.9,142.0,,,,,
0.662,2.92,36.0,182.8,121.0,,,,,
0.8190000000000001,5.25,39.0,180.7,148.0,,,,,
0.5379999999999999,0.0,37.0,182.1,98.0,,,,,
0.772,4.36,38.0,181.4,140.0,,,,,
0.624,0.0,20.0,194.0,121.0,,,,,
0.544,0.0,37.0,182.1,99.0,,,,,
0.5920000000000001,0.0,34.0,184.2,109.0,,,,,
0.659,2.88,26.0,189.8,125.0,,,,,
0.564,0.0,21.0,193.3,109.0,,,,,
0.898,6.96,30.0,187.0,168.0,,,,,
0.774,4.38,24.0,191.2,148.0,,,,,
0.987,10.0,38.0,181.4,179.0,,,,,
0.561,0.0,22.0,192.6,108.0,,,,,
0.9329999999999999,7.73,26.0,189.8,177.0,,,,,
0.7090000000000001,3.53,29.0,187.7,133.0,,,,,
0.579,0.0,33.0,184.9,107.0,,,,,
0.691,3.3,22.0,192.6,133.0,,,,,
0.616,0.0,26.0,189.8,117.0,,,,,
